brand,model_name,os,price,launch_year,gpu_score,cpu_score,screen_to_body_ratio,build_material,colors_available,warranty_years,bluetooth_version,wifi_version,chipset,ram_gb,storage_gb,display_size_inch,display_type,refresh_rate_hz,battery_mah,fast_charging_w,rear_camera_mp,front_camera_mp,camera_setup,weight_g,thickness_mm
Apple,Apple_5297,iOS,1225.06,2018,8662,11101,84.23,Plastic,7,1,5.2,WiFi 5,A17 Bionic,16,64,6.63,AMOLED,120,3792,25,50,50,"Telephoto, Depth",232.7,7.61
Google,Google_4589,Android,1303.97,2024,9692,12533,87.28,Metal,6,1,5,WiFi 6E,A17 Bionic,16,256,5.78,AMOLED,120,4401,25,108,16,Ultra-Wide,208.8,8.03
Xiaomi,Xiaomi_2543,Android,209.71,2019,494,2214,83.93,Metal,7,1,5.1,WiFi 5,Dimensity 6020,6,512,5.83,LCD,60,5436,65,48,8,"Telephoto, Depth, Wide, Ultra-Wide",185.5,7.47
Xiaomi,Xiaomi_4903,Android,402.99,2021,2614,3673,90.8,Plastic,7,1,5,WiFi 6,Exynos 1380,8,128,6.03,LCD,90,6819,100,64,8,"Telephoto, Ultra-Wide, Wide",189,8.34
Oppo,Oppo_7265,Android,239.02,2025,1627,2120,89.52,Metal,7,1,4.2,WiFi 6,Helio G85,3,128,6.37,LCD,60,4650,100,50,32,Wide,200.4,7.42
Oppo,Oppo_7439,Android,177.62,2023,386,1076,88.4,Plastic,5,1,5.3,WiFi 5,Helio G85,6,128,6.72,OLED,60,3110,33,13,8,"Macro, Depth",205.4,7.3
Realme,Realme_1659,Android,271.58,2021,2148,1858,89.57,Metal,3,2,5,WiFi 6E,Dimensity 900,6,64,5.94,LCD,60,5813,65,50,8,"Ultra-Wide, Depth, Macro",186.8,8.42
Vivo,Vivo_4947,Android,256.16,2024,1441,2901,86.92,Metal,2,1,5,WiFi 6E,Dimensity 6020,3,128,6.68,AMOLED,60,4627,33,48,16,"Depth, Wide, Macro, Telephoto",209.3,7.7
Google,Google_9142,Android,718.79,2025,4766,6139,85.29,Plastic,4,2,5.3,WiFi 5,Tensor G3,12,128,5.88,AMOLED,144,5949,18,200,16,"Telephoto, Wide, Ultra-Wide",196.3,8.55
Samsung,Samsung_9337,Android,501.86,2020,3800,5711,82.51,Plastic,2,1,5,WiFi 6E,Dimensity 900,6,64,6.9,LCD,120,5936,65,64,16,"Macro, Wide",159.8,8.18
Samsung,Samsung_4295,Android,947.06,2019,7462,9869,86.22,Metal,7,1,5.3,WiFi 6,Tensor G3,16,512,6.8,LCD,120,5611,18,50,32,"Telephoto, Wide, Macro",192.4,9.27
Xiaomi,Xiaomi_3515,Android,493.18,2018,3001,4458,76.07,Plastic,7,1,5,WiFi 6E,Snapdragon 778G,12,128,6.42,LCD,120,5256,33,64,50,"Macro, Ultra-Wide, Wide",199.3,8.33
Oppo,Oppo_9819,Android,530.73,2024,3812,5012,86.72,Metal,4,2,4.2,WiFi 6,Snapdragon 778G,6,64,6.32,LCD,60,4633,25,64,16,"Telephoto, Ultra-Wide, Depth",179.6,8.84
Motorola,Motorola_2252,Android,558.9,2018,4689,5282,90.99,Plastic,2,2,5.3,WiFi 5,Exynos 1380,6,256,5.96,LCD,60,6245,33,64,8,"Telephoto, Macro, Ultra-Wide",185.7,7.97
Oppo,Oppo_6210,Android,275.38,2018,2515,3392,82.49,Glass,7,1,5.1,WiFi 5,Snapdragon 778G,6,128,5.72,AMOLED,120,5834,25,50,8,"Ultra-Wide, Wide",163.7,7.75
Apple,Apple_8017,iOS,1021.95,2018,7801,9335,93.83,Metal,4,2,5.2,WiFi 6,Snapdragon 8 Gen 2,16,128,5.88,OLED,90,3464,33,50,50,Macro,207.6,9.19
Samsung,Samsung_8237,Android,215.39,2025,2050,1876,85.89,Metal,2,2,5,WiFi 6E,Helio G85,6,128,5.59,AMOLED,90,3334,100,13,32,"Telephoto, Depth, Macro",208.9,8.64
Motorola,Motorola_6167,Android,385.71,2024,2652,4011,94.43,Metal,3,2,5,WiFi 5,Dimensity 900,8,64,5.89,LCD,90,4847,45,108,32,"Ultra-Wide, Telephoto",193.9,7.83
Sony,Sony_3075,Android,123.41,2018,1575,1100,92,Metal,6,2,5,WiFi 5,Dimensity 6020,4,128,6.85,LCD,90,3746,33,13,32,"Ultra-Wide, Telephoto, Wide, Macro",190.3,8.21
Xiaomi,Xiaomi_3220,Android,201.79,2020,1768,2057,75.08,Metal,7,2,5,WiFi 5,Dimensity 6020,4,128,6.76,AMOLED,144,5101,45,50,50,"Depth, Wide",180.1,7.36
Xiaomi,Xiaomi_9190,Android,401.86,2021,2883,3316,94.37,Glass,5,1,5.1,WiFi 6E,Snapdragon 778G,12,64,6.73,LCD,90,3780,25,50,16,Macro,203.4,8.97
OnePlus,OnePlus_8055,Android,526.06,2022,4184,4321,93.19,Metal,4,1,5.2,WiFi 6,Exynos 1380,8,128,5.87,AMOLED,60,4465,25,64,32,"Wide, Macro, Depth",213.7,8.55
Apple,Apple_4359,iOS,1397.22,2024,10055,14118,89.63,Glass,4,2,5.1,WiFi 6E,A17 Bionic,8,64,6.09,OLED,120,3156,33,200,16,"Ultra-Wide, Telephoto",167.1,9.4
Xiaomi,Xiaomi_6541,Android,289.2,2022,3218,3197,92.96,Metal,3,1,5,WiFi 6,Exynos 1380,6,64,6.5,LCD,60,5557,18,108,50,"Telephoto, Wide, Ultra-Wide",191.4,9.38
Sony,Sony_7878,Android,458.97,2022,3864,5308,93.76,Metal,7,1,5,WiFi 6E,Dimensity 900,6,128,6.14,LCD,90,5613,18,50,16,"Ultra-Wide, Macro",175.5,8.84
OnePlus,OnePlus_4582,Android,423.45,2019,4066,3436,91.43,Glass,2,1,4.2,WiFi 6E,Dimensity 900,6,64,5.74,AMOLED,60,5537,33,64,8,"Wide, Ultra-Wide, Macro",191.9,7.49
Samsung,Samsung_8766,Android,753.37,2021,5407,6571,90.78,Glass,3,2,5.2,WiFi 6E,Tensor G3,16,128,5.76,AMOLED,120,6080,25,108,16,"Ultra-Wide, Telephoto",195.4,7.18
Realme,Realme_6003,Android,204.54,2024,1626,2734,94.8,Metal,5,2,5.3,WiFi 6E,Helio G85,3,128,6.11,AMOLED,120,5267,65,50,8,"Depth, Wide, Telephoto",166.6,8.53
Sony,Sony_6842,Android,288.16,2024,1863,3520,90.06,Metal,5,1,5.2,WiFi 6,Dimensity 900,8,128,5.98,LCD,60,5628,33,108,16,"Ultra-Wide, Depth, Telephoto",232.5,8.23
Samsung,Samsung_5358,Android,1035.75,2019,7820,9444,77.29,Plastic,4,1,5.1,WiFi 6E,A17 Bionic,12,64,6.07,OLED,120,6408,45,108,50,"Ultra-Wide, Telephoto, Depth",190.9,7.39
Realme,Realme_2032,Android,261.17,2021,2618,2455,84.1,Plastic,6,2,4.2,WiFi 6,Snapdragon 680,3,256,5.99,LCD,60,4330,18,13,8,"Wide, Telephoto",197.8,9.42
OnePlus,OnePlus_4744,Android,615.87,2022,5200,5809,94.87,Plastic,6,2,5.2,WiFi 6,Snapdragon 778G,6,128,6.18,AMOLED,90,3790,25,64,8,"Wide, Telephoto",217.9,7.34
Motorola,Motorola_2841,Android,298.08,2018,2456,3302,91.74,Plastic,5,1,5.1,WiFi 6E,Dimensity 900,12,256,6.24,AMOLED,90,5981,18,64,50,"Telephoto, Macro",188.3,8.4
Motorola,Motorola_6071,Android,231.79,2024,1617,2152,79.15,Glass,5,2,5.3,WiFi 5,Snapdragon 680,3,256,6.82,OLED,144,4766,25,50,50,"Ultra-Wide, Telephoto, Macro",208.8,9.27
Vivo,Vivo_6131,Android,214.38,2024,1794,1784,75.62,Metal,6,2,5.3,WiFi 5,Helio G85,6,128,6.64,AMOLED,60,6335,65,50,16,"Telephoto, Macro, Wide, Ultra-Wide",214.8,8.95
OnePlus,OnePlus_2641,Android,582.43,2025,4405,5557,79.75,Plastic,4,2,5.2,WiFi 5,Exynos 1380,6,128,6.81,AMOLED,120,4269,25,108,50,"Ultra-Wide, Wide, Macro",205.5,7.35
Oppo,Oppo_2661,Android,417.34,2018,3447,5010,92.93,Plastic,4,1,5.2,WiFi 5,Dimensity 900,12,64,6.29,OLED,90,5609,33,64,16,"Wide, Telephoto",215.7,7.63
Sony,Sony_2926,Android,173.96,2018,1246,1988,82.33,Metal,4,1,5.1,WiFi 6,Helio G85,3,256,5.74,LCD,90,5657,65,13,16,Depth,181.6,7.62
OnePlus,OnePlus_9925,Android,398.67,2018,2973,4065,80.67,Plastic,4,2,4.2,WiFi 6E,Exynos 1380,8,64,6.36,AMOLED,90,5834,25,108,50,"Ultra-Wide, Depth",177,7.68
Realme,Realme_7921,Android,186.54,2023,725,1850,92.1,Plastic,6,1,5.1,WiFi 6,Snapdragon 680,6,128,6.53,LCD,120,5214,33,48,32,"Telephoto, Wide, Macro",149.5,7.35
Apple,Apple_5386,iOS,1582.04,2019,11747,14396,79.7,Glass,7,2,5.2,WiFi 6E,Snapdragon 8 Gen 2,12,128,6.42,OLED,144,3527,18,50,50,"Telephoto, Depth, Macro",208.5,7.35
Apple,Apple_5718,iOS,1017.66,2019,8217,9434,77.76,Metal,4,1,5,WiFi 6,Snapdragon 8 Gen 2,12,64,6,AMOLED,120,3612,65,200,50,"Depth, Macro, Ultra-Wide",187.6,7.58
Samsung,Samsung_2819,Android,741.52,2022,4339,7289,83.22,Plastic,2,1,5,WiFi 6E,A17 Bionic,12,64,6.64,OLED,120,6472,25,108,32,"Depth, Telephoto",214,9.09
Realme,Realme_5732,Android,129.33,2022,1670,1136,91.44,Glass,7,2,4.2,WiFi 6E,Helio G85,4,256,5.71,LCD,120,5381,33,13,32,"Ultra-Wide, Wide",189.4,7.08
Sony,Sony_5843,Android,709.72,2023,5338,6233,77.31,Metal,3,2,5.2,WiFi 6E,Snapdragon 8 Gen 2,16,256,6.09,OLED,120,3952,18,200,32,"Ultra-Wide, Wide, Depth",203.3,8.39
Xiaomi,Xiaomi_7140,Android,260.99,2021,3123,2241,87.38,Metal,5,1,5.2,WiFi 6E,Dimensity 6020,3,256,5.88,AMOLED,120,6430,33,48,50,Macro,200.8,7.78
Oppo,Oppo_7948,Android,653.82,2025,5742,6898,79.8,Plastic,5,2,5.1,WiFi 6E,Dimensity 900,12,256,5.55,LCD,90,4977,18,50,8,"Ultra-Wide, Telephoto, Depth",195,7.87
Vivo,Vivo_7907,Android,297.99,2021,2406,2817,91.02,Glass,6,1,5.1,WiFi 6,Exynos 1380,6,128,6.52,LCD,60,3456,25,64,16,"Ultra-Wide, Macro",221.2,8.53
Oppo,Oppo_7871,Android,131.57,2022,1438,1396,76.15,Metal,6,2,5.3,WiFi 6E,Helio G85,6,128,6.63,LCD,90,5036,65,50,8,"Telephoto, Macro",209.4,7.71
Google,Google_3333,Android,997.89,2024,7405,8380,76.75,Glass,2,1,5,WiFi 5,A17 Bionic,16,128,6.82,OLED,120,5544,18,108,16,"Wide, Macro",185.3,8.56
Realme,Realme_5075,Android,304.24,2019,1638,3165,84.03,Plastic,7,1,5,WiFi 5,Dimensity 900,8,64,5.55,AMOLED,90,5227,25,108,8,"Ultra-Wide, Macro",176.4,8.95
Realme,Realme_6929,Android,342.66,2019,3173,2911,94.1,Glass,4,1,4.2,WiFi 5,Dimensity 900,12,64,5.97,OLED,90,6225,45,108,50,"Macro, Depth, Wide",227.3,8.8
Samsung,Samsung_4788,Android,1019.91,2024,7182,9982,93.95,Metal,7,2,5.3,WiFi 5,Snapdragon 8 Gen 2,12,128,6.7,OLED,90,4785,45,108,8,"Depth, Macro",178.4,7.33
Oppo,Oppo_3251,Android,212.63,2019,1307,2458,79.38,Glass,3,1,4.2,WiFi 6E,Snapdragon 680,4,128,6.3,LCD,90,5860,18,48,32,"Ultra-Wide, Macro, Telephoto",217.4,9.12
Xiaomi,Xiaomi_2489,Android,67.06,2020,51,503,88,Plastic,6,2,5.3,WiFi 5,Snapdragon 680,4,64,6.72,AMOLED,144,5187,33,50,32,"Depth, Ultra-Wide",207.7,9.28
Xiaomi,Xiaomi_2663,Android,181.44,2022,1746,1438,79.8,Glass,4,1,5,WiFi 6,Dimensity 6020,4,256,5.82,LCD,120,6322,33,50,8,"Telephoto, Ultra-Wide",174.9,7.72
OnePlus,OnePlus_1230,Android,157.29,2024,1853,595,90.67,Glass,2,1,5.2,WiFi 5,Helio G85,4,128,6.32,OLED,60,5769,25,50,32,"Depth, Ultra-Wide",218.5,8.59
Realme,Realme_3720,Android,269.11,2018,2765,2221,80.13,Metal,7,1,5.3,WiFi 6E,Dimensity 900,6,64,6.23,OLED,120,5025,18,64,16,"Telephoto, Depth",166.8,9.08
Samsung,Samsung_9197,Android,522.58,2019,2978,4737,83.31,Plastic,5,2,5,WiFi 6,Exynos 1380,12,64,5.68,LCD,144,5374,65,64,32,"Telephoto, Depth",183.5,9.23
Vivo,Vivo_9857,Android,311.56,2021,1932,3070,86.11,Glass,2,1,5,WiFi 6E,Snapdragon 778G,6,128,5.71,LCD,60,6807,65,64,32,"Ultra-Wide, Depth",207.3,9.44
Motorola,Motorola_7583,Android,314.11,2023,2530,2979,88.8,Plastic,3,2,5.1,WiFi 6E,Exynos 1380,8,512,6.05,LCD,90,5367,33,108,32,"Wide, Ultra-Wide",177.7,7.59
Vivo,Vivo_1099,Android,336.83,2022,1811,2839,90.67,Glass,2,2,5.3,WiFi 6E,Snapdragon 778G,12,64,6.33,LCD,144,6582,65,50,32,"Ultra-Wide, Wide",185.3,9.11
Realme,Realme_8504,Android,128.45,2021,1147,626,93.15,Glass,3,1,4.2,WiFi 5,Helio G85,6,128,6.27,OLED,144,3842,25,48,32,"Ultra-Wide, Macro, Telephoto",167.2,8.03
Sony,Sony_8286,Android,682.86,2021,4265,6219,89.75,Glass,4,2,5.2,WiFi 6,A17 Bionic,16,128,6.22,AMOLED,120,4342,45,50,50,"Ultra-Wide, Depth",163.6,8.49
OnePlus,OnePlus_3435,Android,693.61,2018,4741,6416,87.61,Plastic,4,1,5,WiFi 5,Snapdragon 8 Gen 2,16,128,5.83,AMOLED,120,4808,18,200,32,"Telephoto, Ultra-Wide",210.6,8.03
Xiaomi,Xiaomi_8649,Android,288.17,2021,2148,2537,91.26,Plastic,4,1,5,WiFi 6,Exynos 1380,6,256,6.12,AMOLED,120,3540,18,50,8,"Depth, Ultra-Wide",229.2,8.66
Sony,Sony_6194,Android,290.81,2021,1333,3842,91.96,Metal,2,1,4.2,WiFi 6,Exynos 1380,6,128,6.14,LCD,90,5028,25,50,16,Telephoto,215.3,9.29
OnePlus,OnePlus_8588,Android,431.62,2025,3700,4281,83.36,Metal,4,2,4.2,WiFi 6E,Exynos 1380,6,256,6.75,LCD,60,5078,18,50,16,"Wide, Macro, Depth",160.6,8.4
Motorola,Motorola_4004,Android,335.93,2024,2332,2543,92.02,Metal,7,2,5.1,WiFi 5,Snapdragon 778G,8,128,5.8,AMOLED,90,6558,33,108,32,"Ultra-Wide, Telephoto",198.5,7.15
Sony,Sony_6411,Android,388.48,2023,4046,3737,83.62,Metal,5,2,5.1,WiFi 5,Dimensity 900,8,128,6.72,AMOLED,144,5610,45,50,32,Wide,180.4,9.31
Realme,Realme_7606,Android,168.57,2025,1532,471,85.79,Glass,3,1,4.2,WiFi 5,Dimensity 6020,3,128,5.62,LCD,60,4149,65,13,32,"Telephoto, Wide, Depth",182.2,8.49
Realme,Realme_7529,Android,269.58,2020,1450,3187,82.85,Glass,6,1,5,WiFi 5,Exynos 1380,12,512,5.56,LCD,90,4099,100,50,8,"Ultra-Wide, Depth",178.3,9.5
Sony,Sony_4636,Android,188.44,2020,2769,2465,81.91,Glass,3,2,4.2,WiFi 5,Snapdragon 680,4,128,6.41,AMOLED,90,5372,18,13,8,"Depth, Macro, Wide",191.6,8.6
OnePlus,OnePlus_7966,Android,648.14,2024,5270,6461,88.89,Metal,5,2,5.3,WiFi 5,Dimensity 900,6,512,5.79,AMOLED,60,6475,33,64,50,Macro,233.8,8.96
Apple,Apple_9696,iOS,1360.81,2019,10023,13288,86.59,Plastic,3,2,4.2,WiFi 5,Snapdragon 8 Gen 2,8,256,5.67,LCD,120,3330,18,50,50,"Depth, Wide",154.5,9.04
Xiaomi,Xiaomi_4126,Android,406.58,2018,3281,3575,76.81,Metal,5,2,4.2,WiFi 5,Dimensity 900,8,128,6.83,LCD,144,5562,65,50,16,"Telephoto, Wide",171.8,7.15
Motorola,Motorola_6220,Android,290.34,2022,1613,3170,88.06,Metal,3,1,5.2,WiFi 6E,Dimensity 900,12,128,6.23,OLED,144,4782,33,64,32,"Ultra-Wide, Telephoto",187.4,7.61
Oppo,Oppo_6725,Android,130.1,2024,836,1155,79.59,Glass,2,1,5.3,WiFi 5,Snapdragon 680,4,64,6.17,LCD,60,5534,65,13,50,"Depth, Telephoto",178.9,8.65
Samsung,Samsung_1346,Android,524.82,2023,3536,4801,84.94,Plastic,3,1,5.2,WiFi 5,Snapdragon 778G,6,128,6.63,LCD,120,3612,45,108,50,"Ultra-Wide, Telephoto, Depth",190.6,8.5
Xiaomi,Xiaomi_3511,Android,205.52,2021,2288,1885,86.54,Glass,4,1,5.2,WiFi 6,Snapdragon 680,6,512,5.78,LCD,60,4576,25,48,16,"Depth, Ultra-Wide, Telephoto",203.9,8.26
Sony,Sony_9090,Android,539.8,2019,5283,5348,91.73,Glass,3,2,5.1,WiFi 5,Snapdragon 778G,6,128,5.51,LCD,60,4106,33,108,16,"Ultra-Wide, Wide",187.1,7.07
Realme,Realme_3317,Android,239.46,2021,1778,1883,83.28,Metal,2,1,5,WiFi 6E,Helio G85,6,512,5.91,AMOLED,90,5241,100,50,50,Depth,186.5,8.22
Google,Google_8609,Android,863.79,2022,6333,8237,82.87,Metal,5,2,5.2,WiFi 6E,Tensor G3,12,128,5.71,OLED,90,4731,33,50,50,"Macro, Wide",174.5,8.47
Realme,Realme_3316,Android,211.11,2023,1186,1199,89.63,Metal,6,1,5.3,WiFi 6E,Helio G85,4,256,6.53,LCD,60,4062,65,50,50,"Depth, Ultra-Wide, Wide",181.1,9.32
Xiaomi,Xiaomi_8400,Android,384.67,2023,2937,3341,91.84,Metal,2,2,4.2,WiFi 6E,Exynos 1380,8,128,5.52,OLED,60,5225,100,108,16,"Wide, Telephoto, Depth",161.1,7.69
Xiaomi,Xiaomi_7868,Android,67.06,2022,-155,635,85.67,Plastic,2,1,4.2,WiFi 6E,Dimensity 6020,6,256,5.75,LCD,60,3999,18,13,32,"Telephoto, Wide",188.3,8.12
Google,Google_5385,Android,1064.61,2019,7462,10491,81.7,Metal,6,2,4.2,WiFi 5,Snapdragon 8 Gen 2,16,128,5.51,AMOLED,60,4392,18,108,50,"Depth, Ultra-Wide, Wide",182.4,9.23
Samsung,Samsung_9101,Android,622.68,2025,5071,5407,91.28,Metal,7,2,5,WiFi 6E,Dimensity 900,6,64,6.57,AMOLED,120,5277,65,108,8,"Macro, Telephoto",188.7,8.27
Motorola,Motorola_7816,Android,251.4,2022,1586,2511,80.02,Metal,4,1,5.1,WiFi 6,Helio G85,4,512,6.46,LCD,60,5877,25,13,8,"Telephoto, Ultra-Wide, Macro, Depth",192.5,8.34
Apple,Apple_2067,iOS,1129.69,2021,8399,10973,86.04,Glass,4,2,5.1,WiFi 6E,Snapdragon 8 Gen 2,16,256,6.17,OLED,90,3888,45,108,32,"Ultra-Wide, Telephoto, Depth",159.9,7.82
Sony,Sony_9413,Android,257.77,2018,1700,3166,78.68,Glass,5,1,5.3,WiFi 5,Dimensity 6020,4,128,5.58,LCD,60,5153,33,48,32,"Wide, Depth, Macro",215.9,9.26
Google,Google_7194,Android,689.38,2018,4472,5508,80.45,Plastic,6,1,4.2,WiFi 6,Snapdragon 8 Gen 2,16,64,6.36,LCD,144,5212,25,50,16,"Depth, Telephoto",200.9,8.12
Vivo,Vivo_5872,Android,218.15,2020,1428,1813,81.79,Plastic,5,1,5.1,WiFi 6,Dimensity 6020,4,64,5.55,AMOLED,60,2527,25,13,8,Telephoto,194.1,7.86
Apple,Apple_9958,iOS,1829.31,2019,13545,17682,83.75,Metal,4,1,5.2,WiFi 6E,Snapdragon 8 Gen 2,16,128,5.55,OLED,120,2906,25,50,8,"Wide, Ultra-Wide",189.2,7.71
Xiaomi,Xiaomi_4797,Android,290.84,2023,2876,2959,84.04,Metal,5,1,5,WiFi 6E,Exynos 1380,8,512,6.54,OLED,120,5661,65,50,8,Depth,188.5,9.04
Motorola,Motorola_6819,Android,488.67,2020,3653,5493,92.15,Glass,4,2,5.3,WiFi 6E,Snapdragon 778G,6,64,5.72,OLED,90,4643,18,50,32,"Ultra-Wide, Macro, Wide, Depth",235.9,9.06
OnePlus,OnePlus_7493,Android,554.6,2020,4796,4979,87.83,Plastic,7,1,5.1,WiFi 6E,Dimensity 900,6,128,6.07,AMOLED,60,4993,65,64,8,"Ultra-Wide, Wide",201.2,7.11
Apple,Apple_4663,iOS,1200.91,2025,8757,11798,89.87,Plastic,5,1,4.2,WiFi 6,Snapdragon 8 Gen 2,16,256,6.13,OLED,60,3436,18,200,16,"Depth, Macro",194.8,7.32
Xiaomi,Xiaomi_7123,Android,262.42,2024,2083,1059,93.47,Plastic,5,1,5,WiFi 6E,Helio G85,6,128,5.78,AMOLED,60,3195,18,13,16,"Wide, Telephoto",172.2,8.2
Realme,Realme_6738,Android,243.79,2022,1291,1611,82.79,Glass,2,2,5.3,WiFi 5,Dimensity 6020,4,64,6.01,AMOLED,60,5441,33,50,16,"Telephoto, Macro",206.3,9.26
Vivo,Vivo_4087,Android,244.72,2025,2556,1387,76.97,Metal,3,2,5.1,WiFi 6E,Snapdragon 680,6,256,6.81,LCD,120,4185,65,48,8,"Telephoto, Wide, Macro, Ultra-Wide",149.9,7.94
OnePlus,OnePlus_1770,Android,349.99,2021,2373,3552,83.04,Plastic,4,2,4.2,WiFi 5,Snapdragon 778G,8,128,6.41,LCD,144,5214,25,50,16,Wide,183.7,8.82
Motorola,Motorola_3125,Android,302.52,2022,2570,2638,89.9,Metal,7,1,5.2,WiFi 6,Exynos 1380,6,64,5.67,LCD,60,5777,65,108,32,Macro,178.8,7.81
Motorola,Motorola_4728,Android,100.29,2020,1963,680,85.05,Plastic,5,1,5.3,WiFi 6E,Dimensity 6020,3,128,5.95,AMOLED,120,5670,25,13,50,"Ultra-Wide, Macro, Wide",178.1,7.25
Realme,Realme_1123,Android,365.37,2020,1622,3754,79.21,Plastic,3,2,5.3,WiFi 6E,Dimensity 900,6,128,6.61,LCD,60,5978,18,108,50,Wide,193.1,9.18
Motorola,Motorola_3680,Android,331.33,2018,2265,2924,75.04,Glass,3,2,4.2,WiFi 5,Snapdragon 778G,12,128,6.02,LCD,60,3192,25,64,50,"Ultra-Wide, Depth, Telephoto",189.5,9.48
Motorola,Motorola_9040,Android,461.06,2018,4053,5030,82.2,Glass,4,2,4.2,WiFi 6E,Dimensity 900,12,64,5.99,AMOLED,60,4361,33,108,50,Wide,202.1,7.92
Apple,Apple_7636,iOS,1365.46,2025,9736,13006,90.27,Metal,6,2,5,WiFi 5,A17 Bionic,8,256,6.07,OLED,120,3261,18,50,32,Ultra-Wide,219.3,7.2
Apple,Apple_8199,iOS,1222.51,2019,9198,11297,82.58,Plastic,6,2,5.1,WiFi 6,Snapdragon 8 Gen 2,12,64,6.01,OLED,60,3222,25,50,16,Macro,168.4,8.75
Sony,Sony_6097,Android,344.1,2018,3737,2762,83.76,Glass,4,1,4.2,WiFi 6,Snapdragon 778G,6,128,6.74,LCD,90,3388,33,64,16,"Depth, Ultra-Wide, Telephoto, Macro",197.7,8.03
Samsung,Samsung_8365,Android,794.59,2019,5613,6450,76.74,Plastic,5,1,5.1,WiFi 6E,A17 Bionic,8,128,6.78,OLED,60,4308,100,200,8,"Depth, Macro, Ultra-Wide",177.9,8.39
Vivo,Vivo_3217,Android,67.06,2019,257,-52,80.3,Metal,3,2,4.2,WiFi 6,Helio G85,4,128,6.5,AMOLED,60,3586,18,13,8,"Ultra-Wide, Depth",145.5,8.68
Xiaomi,Xiaomi_8453,Android,162.22,2022,562,898,85.63,Metal,7,1,5.2,WiFi 6E,Dimensity 6020,3,256,6.73,AMOLED,120,5131,25,48,8,"Macro, Ultra-Wide, Depth",179.8,7.83
Samsung,Samsung_5184,Android,335.15,2025,3304,3070,85.13,Plastic,4,2,5,WiFi 5,Snapdragon 778G,8,64,6,AMOLED,90,4678,33,108,8,Wide,183.7,8.88
Realme,Realme_5708,Android,383.62,2021,3027,3798,88.71,Metal,3,2,5.3,WiFi 6E,Exynos 1380,8,128,6.53,LCD,120,4928,100,108,16,"Depth, Macro, Ultra-Wide",159.7,8.8
Realme,Realme_3233,Android,400.77,2025,2986,4507,92.63,Metal,6,1,5.1,WiFi 6,Exynos 1380,8,64,5.85,LCD,60,5637,25,50,16,"Depth, Ultra-Wide, Telephoto",194.4,8.46
Oppo,Oppo_1779,Android,591.36,2020,4179,5578,77.76,Glass,7,2,5.2,WiFi 6,Snapdragon 778G,8,256,5.93,LCD,60,5004,18,64,32,"Wide, Ultra-Wide, Depth, Telephoto",208.2,7.1
Apple,Apple_8906,iOS,996.73,2022,8160,9596,91.07,Plastic,6,1,5,WiFi 6,Snapdragon 8 Gen 2,12,256,5.54,OLED,60,3345,18,50,32,"Depth, Ultra-Wide, Macro",165.8,7.57
Apple,Apple_5440,iOS,1294.98,2025,9101,12009,93.23,Plastic,2,2,5.1,WiFi 5,Snapdragon 8 Gen 2,8,128,5.69,OLED,144,3557,25,200,32,"Depth, Ultra-Wide, Telephoto",189.5,8.54
OnePlus,OnePlus_8447,Android,467.97,2025,2906,4282,87.2,Metal,6,2,5.1,WiFi 5,Exynos 1380,6,64,5.73,AMOLED,144,4581,33,50,8,"Depth, Macro",166.8,7.68
Samsung,Samsung_3945,Android,922.02,2020,7274,8706,76.82,Plastic,4,2,5,WiFi 6E,Tensor G3,16,128,5.68,LCD,144,6093,65,200,32,Ultra-Wide,186.3,9.07
Motorola,Motorola_4568,Android,305.33,2021,2444,2839,81.72,Plastic,4,1,5,WiFi 5,Dimensity 900,6,64,5.54,LCD,60,4256,33,108,16,"Telephoto, Wide",161.4,8.73
Google,Google_2581,Android,758.44,2020,5829,6392,88.71,Metal,2,1,5,WiFi 5,Tensor G3,16,128,6.17,OLED,120,3854,33,50,32,"Ultra-Wide, Wide",174.2,8.03
Vivo,Vivo_6916,Android,93.36,2025,1122,235,91.51,Glass,6,1,5,WiFi 6E,Dimensity 6020,4,128,6.18,AMOLED,60,5372,33,48,16,"Depth, Macro, Telephoto",206.8,7.63
Vivo,Vivo_9789,Android,397.17,2020,2882,3596,81.22,Metal,7,2,5.3,WiFi 6,Snapdragon 778G,12,128,5.56,AMOLED,60,4456,18,64,16,"Macro, Ultra-Wide, Depth",167.1,8.71
OnePlus,OnePlus_3799,Android,755.55,2020,5677,6715,88.96,Metal,7,1,5.2,WiFi 6E,Snapdragon 8 Gen 2,8,256,5.71,OLED,144,4546,25,50,8,Wide,175.1,7.07
Google,Google_1675,Android,826.6,2024,5752,7888,89.27,Metal,6,2,5.1,WiFi 6E,A17 Bionic,8,256,6.87,OLED,144,4747,33,200,16,"Depth, Macro",202.6,8.77
OnePlus,OnePlus_8566,Android,575.99,2024,3846,5052,85.84,Plastic,6,2,5,WiFi 6E,Dimensity 900,8,128,6.82,AMOLED,60,5071,65,64,16,"Telephoto, Wide",169.2,7.21
Xiaomi,Xiaomi_2115,Android,150.8,2025,946,1573,78.03,Plastic,4,1,5.1,WiFi 6E,Dimensity 6020,4,64,5.55,AMOLED,60,4821,65,48,50,"Depth, Telephoto, Wide",196.1,7.85
Google,Google_1756,Android,975.4,2020,7111,8192,80.85,Glass,3,1,5.3,WiFi 6E,A17 Bionic,12,512,5.67,AMOLED,90,4738,25,50,32,"Depth, Wide",167.5,7.39
