brand,os,launch_year,gpu_score,cpu_score,screen_to_body_ratio,build_material,colors_available,warranty_years,bluetooth_version,wifi_version,chipset,ram_gb,storage_gb,display_size_inch,display_type,refresh_rate_hz,battery_mah,fast_charging_w,rear_camera_mp,front_camera_mp,camera_setup,weight_g,thickness_mm
Oppo,Android,2021,2958,3336,91.24,Glass,6,2,5.3,WiFi 5,Exynos 1380,8,128,6.25,LCD,60,5343,100,108,50,"Wide, Ultra-Wide",198.6,9.19
Xiaomi,Android,2021,393,1750,88.98,Metal,3,1,4.2,WiFi 6,Dimensity 6020,6,64,5.66,LCD,60,5871,18,50,16,Wide,243.5,7.2
Motorola,Android,2022,4577,5115,81.61,Glass,2,1,5.0,WiFi 6E,Dimensity 900,12,256,6.65,AMOLED,120,4637,65,50,8,"Depth, Macro",182.8,8.85
OnePlus,Android,2020,4229,5294,79.04,Plastic,3,1,5.3,WiFi 5,Exynos 1380,6,64,6.64,LCD,144,3895,18,50,32,Wide,203.0,7.48
Realme,Android,2020,2012,805,76.09,Glass,7,1,5.3,WiFi 6E,Dimensity 6020,3,128,5.55,AMOLED,60,5541,33,50,8,Other,182.7,8.93
Realme,Android,2021,2080,1569,85.01,Plastic,4,1,5.3,WiFi 6E,Helio G85,4,256,5.51,AMOLED,90,6322,100,50,16,Other,199.0,8.49
OnePlus,Android,2022,2529,4360,88.07,Plastic,7,1,5.3,WiFi 6E,Snapdragon 778G,8,64,6.28,LCD,90,4449,33,108,32,"Wide, Depth",201.1,7.83
Sony,Android,2020,4004,4732,84.48,Glass,5,2,5.2,WiFi 6,Snapdragon 778G,6,256,5.9,OLED,120,6061,65,50,50,Other,180.5,7.72
Vivo,Android,2020,3724,4215,85.65,Metal,4,2,5.3,WiFi 6,Snapdragon 778G,12,128,6.69,AMOLED,60,4760,25,108,32,Ultra-Wide,201.6,8.13
Realme,Android,2021,223,1281,87.77,Glass,7,1,5.3,WiFi 6,Helio G85,6,256,6.56,LCD,90,5543,100,13,16,Other,191.4,8.33
Vivo,Android,2021,3379,4162,76.41,Metal,7,2,5.2,WiFi 6E,Snapdragon 778G,6,128,6.85,AMOLED,60,5295,65,108,50,"Telephoto, Depth",150.1,8.68
Sony,Android,2019,4477,6072,91.57,Plastic,2,1,5.2,WiFi 6,Snapdragon 778G,12,128,6.66,AMOLED,60,4369,45,64,16,"Wide, Depth",192.5,8.52
Vivo,Android,2018,5050,4936,79.04,Plastic,6,2,5.1,WiFi 5,Snapdragon 778G,12,128,5.52,AMOLED,60,6333,100,64,16,Telephoto,221.6,8.0
OnePlus,Android,2023,4121,5490,85.24,Plastic,5,1,4.2,WiFi 6E,Snapdragon 778G,12,256,6.77,OLED,90,4782,65,64,50,"Ultra-Wide, Wide",212.9,8.11
Realme,Android,2025,1458,1064,85.31,Glass,4,2,4.2,WiFi 6E,Dimensity 6020,6,128,6.79,OLED,60,4931,25,13,50,Telephoto,204.4,8.62
Xiaomi,Android,2025,1227,2774,76.96,Metal,3,1,5.3,WiFi 5,Helio G85,4,64,5.85,LCD,120,5056,25,48,16,"Telephoto, Ultra-Wide",183.4,9.36
Xiaomi,Android,2018,2530,3973,92.91,Glass,6,1,5.3,WiFi 6E,Dimensity 900,8,128,6.38,OLED,90,4627,45,64,16,"Macro, Depth",168.3,7.72
OnePlus,Android,2024,3088,4709,79.46,Plastic,5,2,5.2,WiFi 5,Snapdragon 778G,12,64,5.89,OLED,60,6145,33,50,32,Depth,214.1,7.02
Apple,iOS,2021,11441,13955,77.02,Metal,3,1,5.0,WiFi 5,Snapdragon 8 Gen 2,8,128,6.09,AMOLED,120,3433,100,108,8,"Macro, Telephoto",196.7,9.43
Vivo,Android,2023,1551,1909,91.85,Metal,7,2,5.2,WiFi 6,Dimensity 6020,6,128,6.52,LCD,144,6443,65,13,50,"Wide, Telephoto",181.7,7.74
Xiaomi,Android,2019,2073,2044,89.83,Plastic,3,2,5.0,WiFi 6E,Dimensity 6020,6,64,6.81,OLED,60,4752,18,50,8,Other,190.8,8.97
Motorola,Android,2018,698,1699,90.64,Metal,3,1,4.2,WiFi 5,Helio G85,6,128,6.03,OLED,90,5812,25,50,50,"Telephoto, Macro",208.3,9.38
Samsung,Android,2018,4079,4745,85.97,Plastic,2,2,5.2,WiFi 6,Exynos 1380,8,128,5.91,OLED,90,3999,100,108,50,Other,204.6,7.89
Realme,Android,2019,2707,2681,76.58,Metal,4,1,5.1,WiFi 6,Dimensity 900,8,64,6.74,OLED,90,5781,100,108,50,"Ultra-Wide, Telephoto",212.9,8.82
Samsung,Android,2018,4650,5576,78.29,Glass,7,2,5.2,WiFi 6,Exynos 1380,6,128,6.67,LCD,90,5003,18,108,32,Depth,202.2,7.22
Vivo,Android,2023,1563,2098,77.57,Plastic,7,2,4.2,WiFi 5,Dimensity 6020,6,128,5.57,AMOLED,90,5050,25,13,8,"Macro, Depth",215.4,7.05
Xiaomi,Android,2022,859,828,80.83,Glass,4,2,5.0,WiFi 6,Snapdragon 680,6,512,5.54,OLED,60,4081,100,13,8,"Depth, Macro",215.5,9.49
Xiaomi,Android,2025,940,0,80.13,Glass,4,1,5.0,WiFi 5,Dimensity 6020,4,256,5.92,LCD,120,4621,18,13,32,Other,159.4,8.41
Realme,Android,2021,1029,1210,92.92,Glass,3,1,5.0,WiFi 5,Snapdragon 680,6,128,6.18,OLED,90,4617,33,48,8,Ultra-Wide,180.4,8.1
Apple,iOS,2023,6508,10616,76.21,Metal,4,1,5.1,WiFi 5,Tensor G3,16,256,5.73,OLED,90,4009,100,50,50,"Telephoto, Wide",206.3,7.51
Samsung,Android,2021,4194,4720,79.34,Plastic,6,2,5.0,WiFi 6E,Dimensity 900,6,64,6.23,AMOLED,120,5473,18,64,32,Other,146.1,7.53
Xiaomi,Android,2025,772,528,82.74,Glass,6,2,4.2,WiFi 6E,Snapdragon 680,3,128,6.78,OLED,60,4538,18,48,8,"Telephoto, Ultra-Wide",164.4,8.64
OnePlus,Android,2018,5387,7571,87.59,Glass,4,2,5.3,WiFi 6,A17 Bionic,12,128,6.21,AMOLED,120,5111,18,50,8,Ultra-Wide,166.7,8.12
Apple,iOS,2021,9708,12864,92.22,Metal,3,2,4.2,WiFi 6E,Snapdragon 8 Gen 2,12,64,6.57,AMOLED,120,3260,100,108,8,Other,194.5,7.83
Samsung,Android,2024,5927,9156,92.36,Glass,4,2,5.0,WiFi 5,Snapdragon 8 Gen 2,8,512,6.54,AMOLED,90,4450,45,108,32,Other,180.0,8.52
Oppo,Android,2025,2222,2629,82.47,Metal,6,1,5.1,WiFi 6E,Exynos 1380,12,64,6.56,AMOLED,60,4068,45,108,8,"Depth, Telephoto",222.6,8.37
Sony,Android,2018,524,857,92.71,Glass,5,2,5.1,WiFi 6E,Dimensity 6020,3,256,6.61,OLED,90,5269,25,50,32,"Macro, Depth",189.6,8.58
Motorola,Android,2019,1271,1469,81.11,Plastic,2,1,5.0,WiFi 6E,Dimensity 6020,4,512,6.83,LCD,60,5000,65,48,16,Wide,183.1,7.93
Oppo,Android,2025,2571,3407,80.41,Glass,2,2,5.3,WiFi 5,Exynos 1380,12,256,6.47,OLED,60,3695,45,64,32,Other,201.9,9.21
Apple,iOS,2022,12132,15325,91.04,Metal,7,1,4.2,WiFi 6,Tensor G3,12,128,6.23,OLED,120,3350,18,108,16,Other,205.6,8.39
Samsung,Android,2020,7454,10331,87.74,Plastic,7,2,5.3,WiFi 6,Snapdragon 8 Gen 2,8,128,5.89,AMOLED,120,3495,100,108,32,Other,149.4,9.31
Google,Android,2025,6093,9080,92.06,Plastic,6,1,5.1,WiFi 6,Tensor G3,16,64,5.55,OLED,120,4811,45,200,32,Wide,191.8,8.62
OnePlus,Android,2018,2738,4474,88.06,Glass,5,2,5.3,WiFi 5,Exynos 1380,8,64,6.29,LCD,120,3468,33,50,16,"Telephoto, Macro",200.9,9.48
Xiaomi,Android,2024,718,1916,90.99,Glass,7,1,4.2,WiFi 6,Dimensity 6020,4,128,6.59,AMOLED,90,4053,25,48,16,Other,214.8,7.95
Motorola,Android,2019,2254,3849,83.01,Metal,2,2,5.3,WiFi 6,Exynos 1380,8,512,5.57,LCD,60,4230,18,50,16,Other,213.6,7.92
OnePlus,Android,2021,2515,3586,85.2,Plastic,4,1,5.2,WiFi 6,Exynos 1380,12,256,5.68,AMOLED,144,6079,65,108,32,"Depth, Macro",199.0,8.62
Samsung,Android,2021,4334,5126,93.7,Plastic,5,1,5.0,WiFi 5,Dimensity 900,8,128,6.26,AMOLED,120,4341,65,64,16,Other,212.4,8.19
Realme,Android,2018,1894,2946,88.69,Glass,6,1,4.2,WiFi 6,Dimensity 6020,6,128,5.64,AMOLED,60,3573,25,48,16,"Macro, Telephoto",174.0,7.15
Oppo,Android,2018,2037,2844,82.83,Metal,3,2,5.0,WiFi 5,Exynos 1380,6,128,5.57,LCD,90,5286,18,64,16,Other,162.7,8.87
Samsung,Android,2022,4450,5318,92.78,Plastic,6,2,5.3,WiFi 6E,Dimensity 900,12,64,5.7,OLED,120,5180,45,64,16,Other,161.6,8.78
Google,Android,2019,6224,7665,83.62,Glass,7,1,5.0,WiFi 6E,A17 Bionic,12,128,6.52,AMOLED,120,4322,18,50,50,Macro,175.0,8.82
OnePlus,Android,2024,3287,4303,90.82,Plastic,6,1,5.3,WiFi 6,Exynos 1380,6,128,6.72,OLED,120,4704,18,64,16,Wide,179.3,8.62
Vivo,Android,2020,2146,2839,82.37,Plastic,2,1,5.0,WiFi 6E,Dimensity 6020,4,64,6.02,AMOLED,60,4340,65,50,32,Depth,204.6,7.22
Samsung,Android,2025,2182,2061,89.37,Metal,2,1,5.2,WiFi 5,Helio G85,4,64,5.81,AMOLED,144,5153,65,13,50,Other,163.3,9.44
Realme,Android,2019,3337,4221,89.76,Plastic,2,1,5.1,WiFi 6E,Exynos 1380,12,128,5.77,AMOLED,120,4843,18,64,50,Depth,153.5,8.75
Oppo,Android,2019,1268,492,80.05,Glass,5,2,5.1,WiFi 6E,Helio G85,4,64,5.57,OLED,144,3826,25,50,8,Other,200.7,8.02
Samsung,Android,2025,7486,8019,79.93,Glass,2,1,4.2,WiFi 5,A17 Bionic,8,256,6.37,OLED,90,4310,100,200,8,"Ultra-Wide, Telephoto",159.6,8.76
Samsung,Android,2024,9669,11076,82.67,Glass,2,1,4.2,WiFi 5,A17 Bionic,12,64,5.68,OLED,120,5625,25,50,32,"Macro, Depth",172.8,7.79
Apple,iOS,2023,11472,12911,84.7,Metal,6,1,5.1,WiFi 6E,A17 Bionic,12,128,5.56,OLED,90,3154,100,50,32,Wide,176.0,7.25
Samsung,Android,2024,3041,4088,85.31,Glass,7,1,5.1,WiFi 5,Dimensity 900,12,128,6.59,AMOLED,90,5642,18,108,8,Other,172.6,7.92
Vivo,Android,2023,2000,2654,94.29,Plastic,5,2,4.2,WiFi 6E,Helio G85,4,128,6.09,LCD,120,6227,18,48,32,Telephoto,221.5,8.89
Realme,Android,2022,360,1478,91.44,Glass,7,2,5.0,WiFi 6E,Dimensity 6020,3,64,5.73,AMOLED,90,4790,18,48,16,"Macro, Ultra-Wide",176.7,8.58
Apple,iOS,2024,8296,9422,90.66,Plastic,3,1,5.2,WiFi 6,A17 Bionic,8,512,6.58,OLED,90,3403,18,108,50,"Wide, Ultra-Wide",217.9,9.17
Motorola,Android,2019,2404,2844,82.13,Metal,6,1,5.1,WiFi 5,Dimensity 900,6,128,6.87,OLED,144,4474,33,108,32,Other,185.0,8.95
Samsung,Android,2020,795,1870,86.1,Glass,3,2,5.2,WiFi 5,Dimensity 6020,6,128,6.37,OLED,120,5928,25,13,16,Other,205.1,7.46
OnePlus,Android,2023,5036,7144,89.08,Plastic,7,2,5.2,WiFi 6E,Snapdragon 8 Gen 2,12,256,6.08,OLED,90,4085,25,200,8,Macro,224.0,7.98
Sony,Android,2019,1582,2674,85.34,Plastic,6,2,4.2,WiFi 6E,Exynos 1380,6,64,6.8,LCD,90,5926,100,108,8,Other,203.8,8.37
Oppo,Android,2020,1646,2092,75.96,Glass,3,2,4.2,WiFi 6E,Exynos 1380,8,64,6.86,OLED,60,4499,33,64,50,"Telephoto, Wide",168.0,8.31
Xiaomi,Android,2020,1918,2384,87.07,Plastic,2,2,5.0,WiFi 6,Helio G85,3,256,6.34,LCD,120,5230,65,13,16,"Ultra-Wide, Macro",168.4,8.81
Samsung,Android,2021,7396,8974,85.32,Glass,4,2,5.0,WiFi 5,Tensor G3,8,64,5.68,OLED,90,4896,45,108,16,Other,213.8,7.74
Apple,iOS,2025,8847,12138,83.2,Glass,4,2,5.3,WiFi 6E,Tensor G3,12,512,5.61,AMOLED,120,2890,45,50,8,"Wide, Ultra-Wide",179.5,8.75
Xiaomi,Android,2018,1702,2351,78.5,Metal,7,2,5.1,WiFi 5,Exynos 1380,8,64,6.5,OLED,60,5465,45,108,50,"Wide, Telephoto",186.8,8.21
Google,Android,2023,7439,9706,80.64,Plastic,2,2,5.0,WiFi 6E,Snapdragon 8 Gen 2,16,64,6.5,AMOLED,120,5886,18,50,50,Other,191.7,7.54
Google,Android,2018,2635,3684,85.45,Glass,3,1,5.2,WiFi 6,Dimensity 900,6,64,5.79,AMOLED,60,5015,18,108,32,Other,193.0,8.77
Google,Android,2024,2939,3951,92.58,Plastic,7,1,5.3,WiFi 6,Dimensity 900,6,128,6.57,AMOLED,60,5333,100,108,16,Wide,173.3,8.96
Google,Android,2018,7143,9373,85.03,Plastic,7,1,5.1,WiFi 5,Tensor G3,8,128,6.53,AMOLED,120,3829,25,108,32,Other,174.4,7.48
Google,Android,2025,8641,10292,85.39,Glass,3,2,5.1,WiFi 5,Tensor G3,12,64,5.51,OLED,120,4644,33,50,16,"Depth, Telephoto",182.8,9.21
Xiaomi,Android,2025,2907,3506,82.53,Glass,5,1,5.2,WiFi 6E,Exynos 1380,8,128,6.46,LCD,60,4608,65,50,16,Other,219.1,8.36
Realme,Android,2025,1532,471,85.79,Glass,3,1,4.2,WiFi 5,Dimensity 6020,3,128,5.62,LCD,60,4149,65,13,32,Other,182.2,8.49
Motorola,Android,2023,2763,4443,77.06,Glass,3,1,5.1,WiFi 6,Dimensity 900,6,128,5.78,LCD,144,5268,33,64,8,Other,219.1,7.31
Sony,Android,2023,3045,4461,87.2,Metal,4,2,5.1,WiFi 5,Exynos 1380,12,128,6.48,AMOLED,60,5996,25,108,32,"Depth, Ultra-Wide",208.4,8.43
Sony,Android,2020,815,1311,85.19,Plastic,3,1,5.0,WiFi 6E,Dimensity 6020,4,64,5.65,OLED,90,4849,65,13,8,"Telephoto, Macro",210.4,9.12
Google,Android,2023,4338,6837,88.27,Glass,3,1,5.2,WiFi 6,Snapdragon 8 Gen 2,12,128,5.63,AMOLED,60,4626,25,50,16,Depth,211.1,7.05
Sony,Android,2020,3419,4379,90.99,Glass,3,2,5.0,WiFi 6,Exynos 1380,8,64,5.93,LCD,144,4584,45,108,50,"Wide, Depth",177.9,9.29
Motorola,Android,2020,3539,1922,93.25,Glass,2,1,5.2,WiFi 6E,Dimensity 900,6,128,5.57,AMOLED,120,5029,25,108,8,"Wide, Telephoto",193.0,7.7
Sony,Android,2021,1778,2536,94.39,Metal,4,2,4.2,WiFi 6,Snapdragon 778G,8,128,6.8,LCD,90,4968,18,64,8,Other,188.2,8.49
Xiaomi,Android,2019,3235,3403,86.38,Plastic,7,1,5.3,WiFi 6,Dimensity 900,12,256,6.62,OLED,120,5535,18,64,50,"Depth, Wide",211.0,9.38
Vivo,Android,2021,1806,975,79.05,Glass,2,1,5.3,WiFi 5,Helio G85,4,256,6.02,OLED,90,5168,45,50,16,Telephoto,246.1,8.94
Samsung,Android,2023,1535,2341,84.98,Plastic,6,1,5.1,WiFi 5,Helio G85,4,64,6.11,AMOLED,60,6832,45,48,32,Other,198.6,8.18
OnePlus,Android,2020,5219,6221,94.57,Glass,5,1,5.1,WiFi 6E,Snapdragon 778G,8,128,6.83,AMOLED,60,6191,25,50,32,Other,191.2,9.01
Xiaomi,Android,2018,1805,1761,92.01,Metal,7,2,5.0,WiFi 6,Snapdragon 680,4,64,6.42,LCD,60,5951,65,48,8,Other,190.3,8.57
Apple,iOS,2024,9585,12381,86.07,Plastic,2,2,5.2,WiFi 5,Tensor G3,8,128,6.77,AMOLED,120,3539,45,200,8,Other,165.0,9.35
Xiaomi,Android,2019,3634,4910,92.03,Glass,5,1,5.2,WiFi 6E,Dimensity 900,12,64,5.51,AMOLED,60,5787,45,64,8,Other,210.3,7.65
Apple,iOS,2018,7007,9444,94.26,Plastic,3,1,5.0,WiFi 6E,Tensor G3,8,256,5.85,AMOLED,90,3698,18,200,8,Other,209.1,8.23
Xiaomi,Android,2020,2491,3557,92.17,Glass,4,2,5.1,WiFi 6,Dimensity 900,12,256,6.1,LCD,90,4854,25,50,8,"Macro, Wide",168.8,9.39
Xiaomi,Android,2019,2025,2040,81.69,Metal,2,1,5.3,WiFi 6,Snapdragon 680,3,128,6.74,AMOLED,90,4608,65,13,16,Other,176.6,8.72
OnePlus,Android,2020,5403,8454,93.09,Plastic,3,2,5.3,WiFi 6E,Snapdragon 8 Gen 2,12,64,6.67,AMOLED,90,5397,45,108,16,"Wide, Depth",174.4,8.38
Sony,Android,2020,3725,3148,86.25,Metal,2,1,5.1,WiFi 5,Exynos 1380,6,256,6.48,LCD,60,5666,45,108,50,"Wide, Ultra-Wide",185.4,8.93
Apple,iOS,2018,7609,10000,87.32,Plastic,4,1,5.2,WiFi 6,A17 Bionic,12,64,6.73,OLED,60,3609,18,200,50,Wide,205.4,8.52
Realme,Android,2018,1041,1049,82.97,Glass,3,2,5.3,WiFi 6,Helio G85,6,128,6.31,AMOLED,90,5353,45,13,16,"Wide, Telephoto",187.6,8.87
Oppo,Android,2023,2665,2719,75.09,Metal,2,1,5.2,WiFi 6E,Snapdragon 778G,8,128,5.69,LCD,90,5209,100,108,32,Other,179.4,9.31
Oppo,Android,2024,1751,2544,94.45,Plastic,7,1,5.1,WiFi 6,Dimensity 6020,6,256,6.79,AMOLED,120,5215,33,13,32,Other,221.1,8.5
Vivo,Android,2023,1722,1718,85.28,Metal,7,1,4.2,WiFi 6E,Dimensity 6020,4,128,6.1,LCD,60,4301,45,48,32,"Macro, Ultra-Wide",167.9,7.53
Xiaomi,Android,2020,2509,3996,81.73,Glass,2,1,4.2,WiFi 6,Exynos 1380,8,128,6.74,LCD,90,6425,25,108,16,Other,145.0,7.66
Apple,iOS,2023,5559,7328,91.58,Metal,7,2,5.3,WiFi 6,Tensor G3,12,64,6.6,AMOLED,90,3250,25,200,50,Ultra-Wide,182.7,7.45
Google,Android,2023,5910,7636,82.78,Plastic,5,1,5.1,WiFi 6E,A17 Bionic,12,64,6.58,OLED,90,6290,33,50,32,Other,227.6,8.37
Sony,Android,2021,3580,3792,94.51,Glass,5,2,5.0,WiFi 6,Exynos 1380,6,64,6.19,AMOLED,60,5419,25,64,50,Other,198.2,8.12
Sony,Android,2021,4310,4867,77.36,Plastic,6,1,4.2,WiFi 5,Snapdragon 778G,12,512,6.33,LCD,144,3671,33,50,50,Other,210.1,8.43
Sony,Android,2023,2386,2896,90.93,Glass,5,2,5.2,WiFi 6E,Dimensity 900,8,64,6.49,LCD,60,6411,65,108,16,"Wide, Depth",157.5,8.86
Sony,Android,2021,7061,7566,85.11,Plastic,6,2,5.0,WiFi 5,Tensor G3,8,128,6.21,OLED,90,5623,18,108,32,Other,174.0,7.96
Apple,iOS,2018,7992,8842,86.89,Glass,3,1,4.2,WiFi 5,Snapdragon 8 Gen 2,16,128,6.53,AMOLED,90,3502,65,50,8,"Depth, Telephoto",194.3,9.28
Sony,Android,2022,4868,5210,75.03,Metal,7,1,5.0,WiFi 5,Dimensity 900,12,128,6.52,OLED,90,5587,25,108,32,Other,229.8,8.29
Google,Android,2019,8158,10125,92.15,Plastic,4,2,5.2,WiFi 6E,A17 Bionic,16,64,5.8,AMOLED,120,4516,45,200,8,Other,212.2,8.11
Vivo,Android,2018,1660,2046,88.05,Plastic,6,2,5.1,WiFi 6,Snapdragon 680,4,256,6.55,AMOLED,90,4011,25,50,8,Ultra-Wide,194.5,7.27
Apple,iOS,2021,6484,8437,83.99,Glass,2,1,5.3,WiFi 5,Snapdragon 8 Gen 2,8,128,6.54,LCD,144,3416,18,108,16,"Telephoto, Macro",192.2,7.49
Realme,Android,2018,2194,1846,92.91,Plastic,7,1,5.1,WiFi 6,Dimensity 900,6,256,6.77,LCD,120,5890,25,108,50,Ultra-Wide,196.1,9.07
Apple,iOS,2019,9063,11206,79.92,Metal,4,1,5.1,WiFi 6E,Tensor G3,12,256,5.62,AMOLED,120,3457,45,108,32,Other,158.4,9.34
Realme,Android,2018,3158,3003,93.41,Metal,4,1,5.1,WiFi 6E,Snapdragon 778G,8,128,5.7,AMOLED,60,3989,45,50,50,"Telephoto, Macro",218.8,7.76
Xiaomi,Android,2020,1350,1697,80.64,Glass,2,1,5.1,WiFi 6E,Helio G85,4,256,5.97,LCD,144,4079,100,13,32,Other,179.7,8.83
Google,Android,2025,6071,8174,93.5,Plastic,3,1,4.2,WiFi 5,A17 Bionic,12,256,6.66,LCD,60,5156,100,108,8,Other,204.2,7.29
Vivo,Android,2020,4169,5454,86.11,Metal,4,2,5.0,WiFi 6,Snapdragon 778G,8,256,5.72,AMOLED,60,4291,33,50,50,Depth,183.1,8.85
Motorola,Android,2019,2700,3260,81.5,Glass,7,2,5.2,WiFi 6,Exynos 1380,12,256,6.2,LCD,120,4645,45,50,50,Other,186.3,7.15
Motorola,Android,2020,1782,2721,76.83,Metal,2,2,5.2,WiFi 5,Exynos 1380,8,512,6.68,AMOLED,90,3989,65,64,8,"Wide, Depth",199.7,8.43
Xiaomi,Android,2024,732,1112,81.36,Plastic,5,1,5.3,WiFi 6E,Dimensity 6020,6,128,6.35,LCD,60,4935,33,50,16,Other,187.8,8.86
Oppo,Android,2018,2717,3317,89.17,Glass,6,1,5.2,WiFi 5,Exynos 1380,12,64,6.07,OLED,90,4701,18,108,50,"Wide, Macro",191.0,7.69
Xiaomi,Android,2025,1470,1404,76.12,Glass,2,2,5.3,WiFi 6,Dimensity 6020,6,128,6.42,LCD,90,4769,33,13,16,"Ultra-Wide, Wide",198.3,8.29
Samsung,Android,2023,5444,6610,88.98,Glass,3,1,5.3,WiFi 6E,A17 Bionic,8,128,6.45,AMOLED,60,4938,100,50,8,Wide,193.9,9.25
Apple,iOS,2023,12076,14767,79.54,Metal,2,1,5.3,WiFi 6,Tensor G3,8,128,6.63,OLED,120,3787,18,50,16,"Depth, Macro",170.8,8.86
Sony,Android,2023,5080,6488,93.79,Metal,4,2,5.0,WiFi 6,Snapdragon 8 Gen 2,16,256,5.64,LCD,90,5038,100,50,8,Other,169.8,9.26
Samsung,Android,2024,6598,6291,94.75,Plastic,3,2,4.2,WiFi 6E,Tensor G3,12,256,6.53,OLED,90,3650,33,200,16,"Wide, Depth",176.8,7.79
Sony,Android,2022,3537,3886,90.12,Metal,2,1,4.2,WiFi 6E,Snapdragon 778G,12,128,5.71,AMOLED,90,6698,33,64,50,Other,191.6,7.46
Oppo,Android,2024,1794,1686,92.6,Plastic,5,2,5.3,WiFi 5,Snapdragon 680,6,128,6.15,AMOLED,60,4317,33,48,32,Other,166.8,7.94
Apple,iOS,2019,7093,9317,80.3,Glass,5,2,4.2,WiFi 6,Tensor G3,8,128,6.63,AMOLED,120,3061,65,50,8,Other,203.7,8.3
Xiaomi,Android,2021,1908,3002,77.53,Metal,5,1,5.2,WiFi 6E,Snapdragon 778G,6,256,5.82,LCD,90,4217,25,64,50,"Depth, Ultra-Wide",214.1,8.65
Oppo,Android,2018,2386,1964,92.4,Metal,2,2,5.2,WiFi 6,Helio G85,6,128,6.79,AMOLED,60,3023,33,48,16,Other,214.4,7.57
Samsung,Android,2024,3292,5679,83.7,Glass,4,1,5.3,WiFi 6,Dimensity 900,12,512,6.39,LCD,90,6885,18,64,50,Other,199.9,8.23
Motorola,Android,2018,2345,2839,84.05,Metal,5,2,5.0,WiFi 6E,Exynos 1380,8,128,6.55,AMOLED,60,6295,18,108,16,Other,180.9,8.01
Realme,Android,2023,2414,2995,84.77,Plastic,6,2,5.0,WiFi 6,Snapdragon 778G,6,128,6.22,LCD,60,5133,33,64,32,"Depth, Wide",200.9,8.33
Sony,Android,2024,2511,5110,84.51,Plastic,4,2,5.3,WiFi 6E,Snapdragon 778G,6,128,6.68,LCD,144,4877,33,64,32,"Macro, Depth",188.2,8.4
Sony,Android,2022,3691,5788,87.21,Plastic,5,2,5.2,WiFi 5,Snapdragon 778G,12,128,6.15,LCD,60,4857,65,64,32,"Depth, Telephoto",173.5,8.03
Xiaomi,Android,2018,2892,1942,76.9,Glass,4,1,5.3,WiFi 5,Dimensity 6020,6,64,6.28,OLED,60,5390,18,50,8,"Telephoto, Macro",204.9,7.0
Samsung,Android,2025,4396,5731,93.38,Glass,2,1,5.2,WiFi 6E,Exynos 1380,6,256,6.71,OLED,90,5050,18,64,16,Other,200.4,7.91
Motorola,Android,2019,3000,3921,93.59,Plastic,2,1,5.0,WiFi 6,Dimensity 900,8,512,6.41,LCD,60,4790,100,64,32,"Telephoto, Wide",204.0,8.14
Realme,Android,2025,1245,2818,86.54,Metal,4,1,5.3,WiFi 6,Exynos 1380,8,128,6.31,LCD,120,4830,100,50,50,"Wide, Macro",177.6,8.26
Realme,Android,2022,1276,1878,85.25,Metal,4,1,5.0,WiFi 5,Dimensity 6020,4,256,6.33,LCD,90,5151,45,50,32,Other,191.2,8.12
OnePlus,Android,2022,2638,3014,89.64,Metal,4,2,5.2,WiFi 6E,Exynos 1380,12,128,5.85,LCD,90,5339,45,64,8,Ultra-Wide,211.2,7.71
Sony,Android,2020,5042,3550,94.82,Metal,2,1,5.1,WiFi 6,Dimensity 900,8,256,6.19,LCD,60,6657,45,50,8,Other,180.7,9.48
Oppo,Android,2018,2307,2146,84.25,Metal,5,2,4.2,WiFi 6E,Dimensity 6020,3,128,5.64,LCD,120,4374,100,13,8,"Depth, Wide",212.8,7.03
Apple,iOS,2018,5691,6605,78.83,Glass,4,2,5.0,WiFi 5,A17 Bionic,16,128,6.87,OLED,90,3134,33,108,8,Other,236.1,8.35
Realme,Android,2018,2956,3104,78.98,Metal,6,2,4.2,WiFi 6E,Dimensity 900,8,64,6.87,OLED,90,3726,45,64,50,"Depth, Telephoto",153.8,8.39
Apple,iOS,2019,7839,10848,87.81,Metal,6,2,5.2,WiFi 5,Snapdragon 8 Gen 2,16,256,6.78,LCD,144,3740,45,200,8,Other,200.4,8.39
OnePlus,Android,2020,714,792,80.91,Glass,6,1,4.2,WiFi 6E,Dimensity 6020,3,128,6.03,LCD,60,3495,33,13,8,"Macro, Telephoto",207.9,7.08
Xiaomi,Android,2020,975,2823,88.56,Metal,3,1,5.1,WiFi 6E,Helio G85,3,256,6.88,OLED,90,5132,45,50,8,Other,187.3,7.03
OnePlus,Android,2024,1893,2152,76.76,Plastic,3,2,5.1,WiFi 6,Helio G85,6,64,6.37,LCD,60,5960,18,48,32,"Telephoto, Macro",217.2,7.49
Realme,Android,2020,878,1321,88.38,Metal,4,1,4.2,WiFi 6,Snapdragon 680,6,128,6.24,LCD,90,5036,33,13,50,"Macro, Telephoto",203.4,8.67
Vivo,Android,2018,2455,3459,93.74,Plastic,3,1,5.3,WiFi 5,Exynos 1380,8,512,6.2,LCD,60,2905,25,50,32,Other,185.3,8.48
Google,Android,2022,6645,9515,76.38,Glass,2,1,5.3,WiFi 6,Tensor G3,12,64,6.16,OLED,90,4540,100,108,8,Depth,178.1,8.26
Xiaomi,Android,2019,921,471,79.79,Metal,5,1,5.0,WiFi 5,Dimensity 6020,3,64,5.8,LCD,120,3629,25,48,50,Telephoto,204.0,7.61
